"Market order: O00001, 09:30:00, BUY, 100"
"Add limit order: O09147, 13:54:38, SELL, 300, $ 36.12"
"Add limit order: O09148, 13:54:39, SELL, 400, $ 36.56"
"Market order: O09149, 13:54:42, BUY, 900"
"Add limit order: O09150, 13:54:44, BUY, 400, $ 27.39"
"Market order: O09151, 13:54:46, SELL, 300"
"Add limit order: O09152, 13:54:47, BUY, 100, $ 30.04"
"Market order: O09153, 13:54:48, BUY, 400"
"Market order: O09154, 13:54:49, SELL, 900"
"Market order: O09155, 13:54:51, BUY, 500"
"Cancel: O07758, 13:13:19, SELL, 200, $ 44.87"
"Add limit order: O09156, 13:54:53, BUY, 200, $ 27.78"
"Add limit order: O09157, 13:54:54, BUY, 700, $ 27.11"
"Add limit order: O09158, 13:54:55, SELL, 300, $ 39.58"
"Market order: O09159, 13:54:57, BUY, 400"
"Add limit order: O09160, 13:54:59, SELL, 500, $ 44.0"
"Cancel: O00823, 09:53:52, BUY, 400, $ 27.36"
"Add limit order: O09161, 13:55:02, BUY, 600, $ 34.19"
"Market order: O09162, 13:55:04, BUY, 500"
"Market order: O09163, 13:55:06, BUY, 800"
"Market order: O09164, 13:55:07, BUY, 100"
"Cancel: O01533, 10:14:20, BUY, 100, $ 27.51"
"Market order: O09165, 13:55:12, BUY, 200"
"Add limit order: O09166, 13:55:13, SELL, 200, $ 44.79"
"Add limit order: O09167, 13:55:14, SELL, 600, $ 40.0"
"Add limit order: O09168, 13:55:16, SELL, 200, $ 44.99"
"Market order: O09169, 13:55:18, SELL, 700"
"Market order: O09170, 13:55:19, SELL, 300"
"Cancel: O01738, 10:20:17, BUY, 700, $ 26.29"
"Add limit order: O09171, 13:55:25, SELL, 900, $ 43.5"
"Market order: O09172, 13:55:27, BUY, 100"
"Add limit order: O09173, 13:55:29, BUY, 300, $ 31.71"
"Market order: O09174, 13:55:31, BUY, 500"
"Add limit order: O09175, 13:55:32, BUY, 700, $ 34.5"
"Market order: O09176, 13:55:34, SELL, 200"
"Market order: O09177, 13:55:36, BUY, 500"
"Add limit order: O09178, 13:55:39, BUY, 200, $ 28.88"
"Add limit order: O09179, 13:55:43, BUY, 300, $ 28.96"
"Add limit order: O09180, 13:55:44, SELL, 300, $ 44.88"
"Add limit order: O09181, 13:55:46, BUY, 500, $ 31.78"
"Market order: O09182, 13:55:47, SELL, 200"
"Market order: O09183, 13:55:49, BUY, 400"
"Add limit order: O09184, 13:55:51, SELL, 500, $ 44.23"
"Add limit order: O09185, 13:55:52, BUY, 100, $ 27.93"
"Add limit order: O09186, 13:55:53, SELL, 200, $ 35.35"
"Market order: O09187, 13:55:56, SELL, 600"
"Market order: O09188, 13:56:00, BUY, 100"
"Add limit order: O09189, 13:56:04, SELL, 400, $ 35.1"
"Market order: O09190, 13:56:05, SELL, 100"
"Market order: O09191, 13:56:06, SELL, 400"
"Add limit order: O09192, 13:56:08, SELL, 700, $ 35.96"
"Add limit order: O09193, 13:56:09, SELL, 300, $ 44.57"
"Add limit order: O09194, 13:56:14, BUY, 300, $ 25.58"
"Add limit order: O09195, 13:56:17, BUY, 900, $ 27.99"
"Cancel: O06869, 12:48:28, BUY, 100, $ 27.0"
"Market order: O09196, 13:56:19, SELL, 600"
"Market order: O09197, 13:56:20, SELL, 400"
"Add limit order: O09198, 13:56:22, BUY, 300, $ 32.05"
"Add limit order: O09199, 13:56:25, SELL, 300, $ 37.66"
"Add limit order: O09200, 13:56:27, SELL, 100, $ 41.36"
"Market order: O09201, 13:56:28, BUY, 200"
"Add limit order: O09202, 13:56:31, SELL, 400, $ 44.61"
"Market order: O09203, 13:56:32, SELL, 400"
"Market order: O09204, 13:56:34, SELL, 700"
"Market order: O09205, 13:56:35, BUY, 500"
"Add limit order: O09206, 13:56:37, SELL, 600, $ 42.66"
"Add limit order: O09207, 13:56:39, SELL, 900, $ 36.01"
"Add limit order: O09208, 13:56:40, BUY, 200, $ 27.82"
"Add limit order: O09209, 13:56:41, SELL, 100, $ 44.56"
"Market order: O09210, 13:56:42, BUY, 300"
"Add limit order: O09211, 13:56:43, SELL, 400, $ 40.86"
"Add limit order: O09212, 13:56:44, BUY, 200, $ 31.1"
"Cancel: O02871, 10:52:57, BUY, 900, $ 25.04"
"Cancel: O08734, 13:42:24, SELL, 100, $ 43.28"
"Cancel: O04426, 11:37:52, BUY, 400, $ 25.35"
"Market order: O09213, 13:56:51, BUY, 500"
"Add limit order: O09214, 13:56:58, BUY, 500, $ 30.09"
"Add limit order: O09215, 13:57:02, SELL, 400, $ 37.76"
"Add limit order: O09216, 13:57:03, SELL, 600, $ 43.41"
"Market order: O09217, 13:57:04, SELL, 900"
"Add limit order: O09218, 13:57:07, SELL, 800, $ 43.87"
"Add limit order: O09219, 13:57:08, BUY, 400, $ 33.41"
"Market order: O09220, 13:57:13, SELL, 400"
"Market order: O09221, 13:57:14, SELL, 500"
"Market order: O09222, 13:57:15, BUY, 500"
"Market order: O09223, 13:57:20, SELL, 500"
"Add limit order: O09224, 13:57:21, SELL, 500, $ 42.41"
"Add limit order: O09225, 13:57:23, BUY, 100, $ 32.06"
"Market order: O09226, 13:57:25, SELL, 500"
"Market order: O09227, 13:57:26, BUY, 300"
"Market order: O09228, 13:57:28, SELL, 400"
"Market order: O09229, 13:57:30, SELL, 100"
"Market order: O09230, 13:57:31, BUY, 200"
"Add limit order: O09231, 13:57:33, SELL, 700, $ 41.41"
"Add limit order: O09232, 13:57:34, BUY, 300, $ 29.88"
"Add limit order: O09233, 13:57:35, SELL, 500, $ 38.64"
"Add limit order: O09234, 13:57:36, SELL, 800, $ 40.05"
"Add limit order: O09235, 13:57:37, BUY, 700, $ 25.36"
"Add limit order: O09236, 13:57:38, SELL, 800, $ 37.9"
"Market order: O09237, 13:57:43, BUY, 100"
"Market order: O09238, 13:57:44, SELL, 600"
"Market order: O09239, 13:57:45, SELL, 700"
"Add limit order: O09240, 13:57:46, SELL, 800, $ 35.62"
"Add limit order: O09241, 13:57:51, BUY, 400, $ 31.81"
"Add limit order: O09242, 13:57:54, SELL, 300, $ 41.15"
"Add limit order: O09243, 13:57:55, SELL, 400, $ 43.24"
"Add limit order: O09244, 13:57:56, SELL, 500, $ 37.43"
"Add limit order: O09245, 13:57:57, BUY, 500, $ 30.5"
"Add limit order: O09246, 13:57:58, BUY, 300, $ 27.46"
"Add limit order: O09247, 13:57:59, BUY, 700, $ 33.43"
"Market order: O09248, 13:58:01, BUY, 300"
"Market order: O09249, 13:58:03, SELL, 100"
"Add limit order: O09250, 13:58:04, BUY, 600, $ 29.32"
"Market order: O09251, 13:58:05, SELL, 200"
"Add limit order: O09252, 13:58:06, SELL, 200, $ 41.72"
"Market order: O09253, 13:58:08, BUY, 300"
"Market order: O09254, 13:58:11, BUY, 100"
"Market order: O09255, 13:58:14, SELL, 800"
"Market order: O09256, 13:58:15, SELL, 500"
"Market order: O09257, 13:58:18, SELL, 200"
"Market order: O09258, 13:58:19, SELL, 400"
"Add limit order: O09259, 13:58:20, BUY, 600, $ 28.09"
"Market order: O09260, 13:58:21, SELL, 700"
"Market order: O09261, 13:58:23, BUY, 900"
"Add limit order: O09262, 13:58:24, SELL, 600, $ 35.39"
"Add limit order: O09263, 13:58:28, SELL, 900, $ 44.22"
"Market order: O09264, 13:58:29, BUY, 400"
"Market order: O09265, 13:58:30, BUY, 300"
"Add limit order: O09266, 13:58:34, SELL, 100, $ 43.61"
"Add limit order: O09267, 13:58:36, SELL, 400, $ 41.68"
"Add limit order: O09268, 13:58:38, BUY, 100, $ 25.22"
"Add limit order: O09269, 13:58:41, SELL, 500, $ 39.7"
"Add limit order: O09270, 13:58:42, SELL, 500, $ 41.17"
"Market order: O09271, 13:58:43, SELL, 300"
"Add limit order: O09272, 13:58:44, SELL, 400, $ 38.38"
"Market order: O09273, 13:58:45, SELL, 900"
"Market order: O09274, 13:58:47, BUY, 100"
"Add limit order: O09275, 13:58:48, SELL, 800, $ 42.46"
"Add limit order: O09276, 13:58:49, BUY, 200, $ 25.04"
"Market order: O09277, 13:58:50, SELL, 600"
"Add limit order: O09278, 13:58:51, SELL, 800, $ 38.1"
"Add limit order: O09279, 13:58:52, BUY, 600, $ 30.79"
"Market order: O09280, 13:58:53, SELL, 200"
"Add limit order: O09281, 13:58:54, BUY, 400, $ 29.54"
"Add limit order: O09282, 13:58:57, BUY, 500, $ 31.81"
"Market order: O09283, 13:58:58, SELL, 900"
"Market order: O09284, 13:58:59, SELL, 400"
"Add limit order: O09285, 13:59:00, SELL, 500, $ 37.37"
"Market order: O09286, 13:59:01, SELL, 200"
"Add limit order: O09287, 13:59:02, SELL, 600, $ 39.84"
"Market order: O09288, 13:59:03, SELL, 600"
"Add limit order: O09289, 13:59:04, BUY, 200, $ 31.78"
"Add limit order: O09290, 13:59:05, SELL, 100, $ 36.53"
"Add limit order: O09291, 13:59:08, SELL, 400, $ 43.17"
"Market order: O09292, 13:59:09, SELL, 700"
"Market order: O09293, 13:59:10, SELL, 100"
"Market order: O09294, 13:59:11, SELL, 500"
"Add limit order: O09295, 13:59:15, SELL, 600, $ 42.3"
"Add limit order: O09296, 13:59:16, SELL, 100, $ 39.71"
"Add limit order: O09297, 13:59:18, BUY, 400, $ 30.32"
"Add limit order: O09298, 13:59:19, BUY, 200, $ 31.16"
"Add limit order: O09299, 13:59:21, SELL, 500, $ 41.89"
"Add limit order: O09300, 13:59:23, SELL, 400, $ 40.35"
"Market order: O09301, 13:59:25, BUY, 500"
"Market order: O09302, 13:59:28, SELL, 700"
"Add limit order: O09303, 13:59:29, BUY, 300, $ 33.94"
"Market order: O09304, 13:59:30, SELL, 900"
"Market order: O09305, 13:59:32, BUY, 200"
"Market order: O09306, 13:59:33, SELL, 800"
"Market order: O09307, 13:59:34, SELL, 200"
"Add limit order: O09308, 13:59:35, SELL, 500, $ 41.58"
"Market order: O09309, 13:59:36, SELL, 100"
"Add limit order: O09310, 13:59:37, BUY, 300, $ 30.3"
"Market order: O09311, 13:59:38, BUY, 300"
"Add limit order: O09312, 13:59:39, BUY, 700, $ 29.37"
"Add limit order: O09313, 13:59:43, BUY, 400, $ 33.81"
"Market order: O09314, 13:59:44, BUY, 300"
"Market order: O09315, 13:59:45, BUY, 300"
"Market order: O09316, 13:59:46, SELL, 800"
"Add limit order: O09317, 13:59:47, BUY, 100, $ 31.12"
"Add limit order: O09318, 13:59:48, BUY, 500, $ 30.62"
"Market order: O09319, 13:59:51, BUY, 700"
"Market order: O09320, 13:59:53, SELL, 400"
"Add limit order: O09321, 13:59:54, SELL, 100, $ 39.68"
"Add limit order: O09322, 13:59:56, BUY, 300, $ 30.36"
"Add limit order: O09323, 13:59:57, SELL, 200, $ 41.53"
"Add limit order: O09324, 13:59:58, SELL, 600, $ 43.62"
"Add limit order: O09325, 14:00:00, BUY, 600, $ 33.08"
"Cancel: O02023, 10:28:41, SELL, 100, $ 43.52"
"Add limit order: O09326, 14:00:05, BUY, 700, $ 29.27"
"Add limit order: O09327, 14:00:06, SELL, 300, $ 36.84"
"Add limit order: O09328, 14:00:07, SELL, 700, $ 42.54"
"Market order: O09329, 14:00:09, BUY, 500"
"Market order: O09330, 14:00:10, BUY, 300"
"Market order: O09331, 14:00:16, BUY, 100"
"Market order: O09332, 14:00:17, BUY, 700"
"Add limit order: O09333, 14:00:19, BUY, 100, $ 28.7"
"Add limit order: O09334, 14:00:21, BUY, 400, $ 27.04"
"Add limit order: O09335, 14:00:22, BUY, 400, $ 26.43"
"Cancel: O08293, 13:29:34, BUY, 600, $ 27.93"
"Add limit order: O09336, 14:00:25, BUY, 700, $ 32.54"
"Market order: O09337, 14:00:26, SELL, 200"
"Add limit order: O09338, 14:00:27, SELL, 900, $ 39.55"
"Market order: O09339, 14:00:30, BUY, 200"
"Market order: O09340, 14:00:31, SELL, 200"
"Market order: O09341, 14:00:33, SELL, 900"
"Add limit order: O09342, 14:00:37, SELL, 800, $ 43.2"
"Add limit order: O09343, 14:00:38, SELL, 500, $ 40.16"
"Add limit order: O09344, 14:00:39, BUY, 700, $ 29.48"
"Cancel: O04730, 11:46:46, BUY, 100, $ 26.79"
"Add limit order: O09345, 14:00:41, SELL, 100, $ 40.93"
"Add limit order: O09346, 14:00:43, SELL, 100, $ 36.11"
"Add limit order: O09347, 14:00:45, BUY, 300, $ 26.5"
"Cancel: O01581, 10:15:33, SELL, 300, $ 43.88"
"Cancel: O01469, 10:12:23, SELL, 400, $ 43.55"
"Market order: O09348, 14:00:51, SELL, 800"
"Add limit order: O09349, 14:00:52, SELL, 500, $ 35.93"
"Market order: O09350, 14:00:55, BUY, 300"
"Add limit order: O09351, 14:00:56, SELL, 100, $ 37.45"
"Add limit order: O09352, 14:00:58, BUY, 500, $ 32.33"
"Market order: O09353, 14:01:01, BUY, 900"
"Add limit order: O09354, 14:01:02, SELL, 700, $ 35.2"
"Add limit order: O09355, 14:01:04, SELL, 200, $ 41.36"
"Add limit order: O09356, 14:01:05, SELL, 400, $ 36.61"
"Market order: O09357, 14:01:07, SELL, 300"
"Market order: O09358, 14:01:08, SELL, 700"
"Add limit order: O09359, 14:01:09, SELL, 600, $ 43.57"
"Market order: O09360, 14:01:12, BUY, 100"
"Add limit order: O09361, 14:01:13, BUY, 400, $ 29.1"
"Market order: O09362, 14:01:14, SELL, 400"
"Add limit order: O09363, 14:01:15, BUY, 700, $ 27.23"
"Add limit order: O09364, 14:01:16, BUY, 100, $ 33.07"
"Market order: O09365, 14:01:17, BUY, 800"
"Add limit order: O09366, 14:01:18, SELL, 100, $ 44.54"
"Market order: O09367, 14:01:19, BUY, 200"
"Add limit order: O09368, 14:01:20, BUY, 100, $ 25.59"
"Add limit order: O09369, 14:01:22, BUY, 100, $ 26.72"
"Add limit order: O09370, 14:01:23, SELL, 200, $ 43.53"
"Add limit order: O09371, 14:01:25, BUY, 600, $ 31.92"
"Add limit order: O09372, 14:01:27, SELL, 400, $ 39.53"
"Add limit order: O09373, 14:01:29, BUY, 300, $ 28.62"
"Cancel: O00729, 09:51:21, SELL, 500, $ 44.53"
"Add limit order: O09374, 14:01:34, SELL, 300, $ 39.32"
"Market order: O09375, 14:01:35, BUY, 500"
"Add limit order: O09376, 14:01:36, SELL, 900, $ 43.46"
"Cancel: O08977, 13:49:32, SELL, 100, $ 44.06"
"Add limit order: O09377, 14:01:38, SELL, 400, $ 36.69"
"Add limit order: O09378, 14:01:39, SELL, 200, $ 39.24"
"Add limit order: O09379, 14:01:40, BUY, 500, $ 27.68"
"Cancel: O00009, 09:30:14, BUY, 300, $ 25.72"
"Cancel: O05708, 12:14:55, SELL, 400, $ 44.88"
"Add limit order: O09380, 14:01:46, SELL, 400, $ 42.02"
"Add limit order: O09381, 14:01:47, BUY, 200, $ 27.77"
"Add limit order: O09382, 14:01:48, BUY, 100, $ 30.76"
"Add limit order: O09383, 14:01:49, BUY, 500, $ 30.21"
"Market order: O09384, 14:01:50, BUY, 100"
"Market order: O09385, 14:01:52, BUY, 500"
"Market order: O09386, 14:01:53, BUY, 600"
"Market order: O09387, 14:01:54, BUY, 800"
"Add limit order: O09388, 14:01:55, BUY, 400, $ 28.13"
"Add limit order: O09389, 14:01:57, BUY, 200, $ 32.75"
"Cancel: O01738, 10:20:17, BUY, 700, $ 26.29"
"Market order: O09390, 14:01:59, BUY, 100"
"Market order: O09391, 14:02:02, BUY, 500"
"Market order: O09392, 14:02:04, BUY, 200"
"Market order: O09393, 14:02:05, SELL, 100"
"Add limit order: O09394, 14:02:07, SELL, 100, $ 38.4"
"Add limit order: O09395, 14:02:10, SELL, 300, $ 38.97"
"Market order: O09396, 14:02:11, SELL, 200"
"Market order: O09397, 14:02:12, BUY, 300"
"Add limit order: O09398, 14:02:13, SELL, 300, $ 43.71"
"Market order: O09399, 14:02:14, SELL, 100"
"Market order: O09400, 14:02:15, BUY, 900"
"Cancel: O09180, 13:55:44, SELL, 300, $ 44.88"
"Add limit order: O09401, 14:02:17, SELL, 800, $ 41.07"
"Market order: O09402, 14:02:21, SELL, 300"
"Market order: O09403, 14:02:25, SELL, 900"
"Add limit order: O09404, 14:02:27, SELL, 600, $ 42.35"
"Add limit order: O09405, 14:02:29, SELL, 100, $ 39.64"
"Market order: O09406, 14:02:30, SELL, 400"
"Add limit order: O09407, 14:02:31, BUY, 200, $ 28.49"
"Market order: O09408, 14:02:33, BUY, 400"
"Add limit order: O09409, 14:02:35, BUY, 700, $ 30.43"
"Add limit order: O09410, 14:02:36, SELL, 200, $ 41.49"
"Add limit order: O09411, 14:02:37, BUY, 400, $ 32.82"
"Market order: O09412, 14:02:38, SELL, 500"
"Add limit order: O09413, 14:02:39, SELL, 300, $ 42.16"
"Add limit order: O09414, 14:02:43, SELL, 800, $ 44.7"
"Add limit order: O09415, 14:02:44, SELL, 400, $ 42.81"
"Add limit order: O09416, 14:02:47, BUY, 800, $ 32.91"
"Market order: O09417, 14:02:48, BUY, 100"
"Add limit order: O09418, 14:02:51, BUY, 400, $ 28.06"
"Add limit order: O09419, 14:02:52, SELL, 200, $ 36.55"
"Add limit order: O09420, 14:02:53, BUY, 500, $ 32.27"
"Market order: O09421, 14:02:55, BUY, 600"
"Market order: O09422, 14:02:56, BUY, 900"
"Market order: O09423, 14:02:57, BUY, 300"
"Add limit order: O09424, 14:03:00, SELL, 200, $ 35.86"
"Market order: O09425, 14:03:01, SELL, 200"
"Add limit order: O09426, 14:03:02, SELL, 200, $ 36.83"
"Add limit order: O09427, 14:03:03, BUY, 800, $ 25.24"
"Add limit order: O09428, 14:03:06, SELL, 200, $ 35.56"
"Add limit order: O09429, 14:03:08, BUY, 500, $ 27.75"
"Market order: O09430, 14:03:09, BUY, 200"
"Market order: O09431, 14:03:11, SELL, 700"
"Add limit order: O09432, 14:03:12, SELL, 400, $ 35.73"
"Market order: O09433, 14:03:13, SELL, 300"
"Add limit order: O09434, 14:03:14, BUY, 600, $ 32.35"
"Market order: O09435, 14:03:16, BUY, 300"
"Market order: O09436, 14:03:17, SELL, 200"
"Add limit order: O09437, 14:03:18, BUY, 400, $ 31.26"
"Market order: O09438, 14:03:19, BUY, 500"
"Market order: O09439, 14:03:22, BUY, 500"
"Add limit order: O09440, 14:03:23, BUY, 500, $ 27.45"
"Add limit order: O09441, 14:03:25, SELL, 300, $ 36.16"
"Cancel: O07050, 12:53:19, SELL, 100, $ 43.9"
"Add limit order: O09442, 14:03:27, BUY, 700, $ 32.28"
"Market order: O09443, 14:03:29, BUY, 300"
"Market order: O09444, 14:03:30, SELL, 600"
"Market order: O09445, 14:03:32, SELL, 400"
"Market order: O09446, 14:03:34, SELL, 400"
"Market order: O09447, 14:03:36, SELL, 400"
"Add limit order: O09448, 14:03:38, BUY, 400, $ 33.62"
"Add limit order: O09449, 14:03:41, BUY, 600, $ 28.38"
"Market order: O09450, 14:03:42, SELL, 700"
"Add limit order: O09451, 14:03:43, BUY, 800, $ 32.27"
"Market order: O09452, 14:03:44, BUY, 600"
"Market order: O09453, 14:03:46, SELL, 800"
"Market order: O09454, 14:03:48, SELL, 200"
"Market order: O09455, 14:03:50, BUY, 200"
"Add limit order: O09456, 14:03:51, SELL, 100, $ 37.98"
"Add limit order: O09457, 14:03:52, SELL, 800, $ 35.71"
"Add limit order: O09458, 14:03:55, SELL, 600, $ 41.62"
"Add limit order: O09459, 14:03:56, BUY, 500, $ 27.1"
"Add limit order: O09460, 14:03:57, BUY, 100, $ 25.55"
"Add limit order: O09461, 14:03:58, SELL, 100, $ 40.84"
"Market order: O09462, 14:04:02, BUY, 700"
"Add limit order: O09463, 14:04:03, SELL, 200, $ 44.97"
"Market order: O09464, 14:04:05, SELL, 500"
"Cancel: O00112, 09:33:28, SELL, 100, $ 44.18"
"Market order: O09465, 14:04:07, BUY, 200"
"Add limit order: O09466, 14:04:09, BUY, 600, $ 32.39"
"Market order: O09467, 14:04:10, SELL, 200"
"Add limit order: O09468, 14:04:11, SELL, 700, $ 42.32"
"Market order: O09469, 14:04:12, BUY, 300"
"Add limit order: O09470, 14:04:13, SELL, 100, $ 40.82"
"Add limit order: O09471, 14:04:14, BUY, 200, $ 30.47"
"Add limit order: O09472, 14:04:15, SELL, 400, $ 39.05"
"Add limit order: O09473, 14:04:16, BUY, 600, $ 32.69"
"Market order: O09474, 14:04:18, BUY, 100"
"Add limit order: O09475, 14:04:19, SELL, 600, $ 35.22"
"Market order: O09476, 14:04:20, SELL, 300"
"Market order: O09477, 14:04:23, SELL, 100"
"Add limit order: O09478, 14:04:24, SELL, 700, $ 35.45"
"Add limit order: O09479, 14:04:25, BUY, 500, $ 30.85"
"Add limit order: O09480, 14:04:27, SELL, 500, $ 39.82"
"Market order: O09481, 14:04:28, SELL, 400"
"Add limit order: O09482, 14:04:29, SELL, 200, $ 39.08"
"Market order: O09483, 14:04:33, SELL, 600"
"Add limit order: O09484, 14:04:36, SELL, 100, $ 44.1"
"Add limit order: O09485, 14:04:39, BUY, 400, $ 28.22"
"Market order: O09486, 14:04:41, BUY, 700"
"Add limit order: O09487, 14:04:42, BUY, 200, $ 27.62"
"Add limit order: O09488, 14:04:44, SELL, 300, $ 39.44"
"Add limit order: O09489, 14:04:45, SELL, 500, $ 39.76"
"Market order: O09490, 14:04:46, BUY, 800"
"Add limit order: O09491, 14:04:48, BUY, 300, $ 31.99"
"Cancel: O02315, 10:36:56, BUY, 200, $ 25.28"
"Add limit order: O09492, 14:04:56, SELL, 300, $ 42.04"
"Market order: O09493, 14:04:57, BUY, 400"
"Add limit order: O09494, 14:04:58, BUY, 300, $ 29.53"
"Cancel: O07087, 12:54:14, BUY, 400, $ 27.32"
"Add limit order: O09495, 14:05:01, BUY, 100, $ 31.37"
"Cancel: O07481, 13:05:17, BUY, 200, $ 26.59"
"Add limit order: O09496, 14:05:03, BUY, 200, $ 26.08"
"Market order: O09497, 14:05:04, BUY, 300"
"Market order: O09498, 14:05:05, BUY, 600"
"Add limit order: O09499, 14:05:06, SELL, 100, $ 44.28"
"Add limit order: O09500, 14:05:07, SELL, 400, $ 37.69"
"Add limit order: O09501, 14:05:12, SELL, 300, $ 42.07"
"Add limit order: O09502, 14:05:15, BUY, 200, $ 33.0"
"Market order: O09503, 14:05:16, BUY, 300"
"Add limit order: O09504, 14:05:17, SELL, 200, $ 41.02"
"Add limit order: O09505, 14:05:18, SELL, 600, $ 38.21"
"Add limit order: O09506, 14:05:19, SELL, 100, $ 43.56"
"Add limit order: O09507, 14:05:20, BUY, 400, $ 28.99"
"Add limit order: O09508, 14:05:21, BUY, 800, $ 29.23"
"Cancel: O00265, 09:37:52, SELL, 600, $ 44.1"
"Market order: O09509, 14:05:23, SELL, 100"
"Add limit order: O09510, 14:05:24, SELL, 400, $ 37.89"
"Market order: O09511, 14:05:25, SELL, 300"
"Add limit order: O09512, 14:05:26, SELL, 600, $ 35.89"
"Add limit order: O09513, 14:05:30, SELL, 900, $ 39.14"
"Add limit order: O09514, 14:05:31, SELL, 300, $ 36.08"
"Market order: O09515, 14:05:33, BUY, 200"
"Add limit order: O09516, 14:05:35, SELL, 700, $ 36.59"
"Market order: O09517, 14:05:36, SELL, 700"
"Market order: O09518, 14:05:40, BUY, 200"
"Add limit order: O09519, 14:05:41, BUY, 200, $ 25.08"
"Market order: O09520, 14:05:44, BUY, 600"
"Cancel: O00675, 09:49:36, SELL, 100, $ 44.04"
"Add limit order: O09521, 14:05:50, SELL, 300, $ 44.43"
"Add limit order: O09522, 14:05:51, SELL, 200, $ 43.3"
"Add limit order: O09523, 14:05:52, BUY, 800, $ 31.94"
"Add limit order: O09524, 14:05:54, BUY, 700, $ 25.28"
"Add limit order: O09525, 14:05:58, SELL, 700, $ 36.67"
"Market order: O09526, 14:05:59, SELL, 300"
"Add limit order: O09527, 14:06:00, SELL, 300, $ 44.29"
"Add limit order: O09528, 14:06:01, SELL, 600, $ 39.86"
"Add limit order: O09529, 14:06:04, BUY, 100, $ 34.01"
"Add limit order: O09530, 14:06:06, SELL, 500, $ 38.03"
"Add limit order: O09531, 14:06:09, BUY, 100, $ 32.7"
"Add limit order: O09532, 14:06:10, BUY, 500, $ 27.67"
"Add limit order: O09533, 14:06:11, SELL, 800, $ 35.27"
"Market order: O09534, 14:06:13, SELL, 500"
"Market order: O09535, 14:06:14, SELL, 800"
"Cancel: O00009, 09:30:14, BUY, 300, $ 25.72"
"Market order: O09536, 14:06:16, SELL, 100"
"Add limit order: O09537, 14:06:19, SELL, 200, $ 38.35"
"Add limit order: O09538, 14:06:20, BUY, 600, $ 27.64"
"Market order: O09539, 14:06:21, BUY, 100"
"Add limit order: O09540, 14:06:22, SELL, 200, $ 41.48"
"Market order: O09541, 14:06:23, SELL, 100"
"Market order: O09542, 14:06:25, BUY, 400"
