"Market order: O00001, 09:30:01, BUY, 900"
"Market order: O00002, 09:30:05, SELL, 700"
"Market order: O06530, 12:38:08, SELL, 400"
"Add limit order: O06531, 12:38:09, SELL, 900, $ 36.2"
"Add limit order: O06532, 12:38:10, SELL, 500, $ 36.7"
"Add limit order: O06533, 12:38:13, SELL, 100, $ 41.61"
"Market order: O06534, 12:38:14, BUY, 700"
"Add limit order: O06535, 12:38:15, BUY, 600, $ 25.11"
"Add limit order: O06536, 12:38:16, BUY, 100, $ 31.01"
"Market order: O06537, 12:38:17, SELL, 300"
"Add limit order: O06538, 12:38:18, SELL, 200, $ 38.04"
"Market order: O06539, 12:38:21, BUY, 200"
"Add limit order: O06540, 12:38:22, BUY, 500, $ 26.95"
"Market order: O06541, 12:38:23, SELL, 900"
"Add limit order: O06542, 12:38:25, BUY, 500, $ 33.47"
"Add limit order: O06543, 12:38:26, BUY, 900, $ 25.6"
"Add limit order: O06544, 12:38:27, SELL, 500, $ 36.36"
"Market order: O06545, 12:38:28, SELL, 600"
"Add limit order: O06546, 12:38:30, SELL, 500, $ 43.54"
"Cancel: O01303, 10:07:49, BUY, 100, $ 25.28"
"Market order: O06547, 12:38:33, SELL, 500"
"Market order: O06548, 12:38:34, SELL, 600"
"Market order: O06549, 12:38:35, SELL, 700"
"Add limit order: O06550, 12:38:36, SELL, 300, $ 42.87"
"Add limit order: O06551, 12:38:37, SELL, 500, $ 38.72"
"Add limit order: O06552, 12:38:39, SELL, 200, $ 38.78"
"Add limit order: O06553, 12:38:41, SELL, 800, $ 40.97"
"Market order: O06554, 12:38:42, SELL, 200"
"Add limit order: O06555, 12:38:43, BUY, 700, $ 25.97"
"Add limit order: O06556, 12:38:44, SELL, 300, $ 35.19"
"Market order: O06557, 12:38:45, SELL, 500"
"Add limit order: O06558, 12:38:46, SELL, 400, $ 36.42"
"Market order: O06559, 12:38:47, BUY, 300"
"Add limit order: O06560, 12:38:48, SELL, 200, $ 41.11"
"Market order: O06561, 12:38:49, SELL, 400"
"Market order: O06562, 12:38:53, SELL, 700"
"Market order: O06563, 12:38:54, BUY, 100"
"Add limit order: O06564, 12:38:55, SELL, 200, $ 41.83"
"Market order: O06565, 12:38:56, SELL, 600"
"Market order: O06566, 12:38:57, BUY, 800"
"Add limit order: O06567, 12:38:59, SELL, 200, $ 37.5"
"Market order: O06568, 12:39:00, SELL, 300"
"Market order: O06569, 12:39:01, BUY, 100"
"Market order: O06570, 12:39:03, BUY, 200"
"Market order: O06571, 12:39:05, BUY, 400"
"Cancel: O04412, 11:37:13, SELL, 900, $ 44.92"
"Market order: O06572, 12:39:07, BUY, 300"
"Add limit order: O06573, 12:39:08, SELL, 800, $ 42.72"
"Market order: O06574, 12:39:10, SELL, 100"
"Market order: O06575, 12:39:11, BUY, 400"
"Add limit order: O06576, 12:39:12, BUY, 400, $ 26.47"
"Add limit order: O06577, 12:39:13, SELL, 200, $ 36.72"
"Market order: O06578, 12:39:17, BUY, 100"
"Market order: O06579, 12:39:18, SELL, 200"
"Market order: O06580, 12:39:19, BUY, 300"
"Add limit order: O06581, 12:39:21, BUY, 500, $ 28.09"
"Market order: O06582, 12:39:22, SELL, 100"
"Add limit order: O06583, 12:39:23, SELL, 500, $ 41.39"
"Add limit order: O06584, 12:39:24, SELL, 200, $ 43.88"
"Market order: O06585, 12:39:26, BUY, 600"
"Add limit order: O06586, 12:39:28, SELL, 300, $ 40.3"
"Market order: O06587, 12:39:31, SELL, 900"
"Add limit order: O06588, 12:39:32, SELL, 100, $ 36.24"
"Add limit order: O06589, 12:39:34, BUY, 500, $ 30.98"
"Add limit order: O06590, 12:39:36, SELL, 200, $ 39.59"
"Add limit order: O06591, 12:39:40, BUY, 400, $ 34.64"
"Market order: O06592, 12:39:41, SELL, 200"
"Market order: O06593, 12:39:44, BUY, 400"
"Market order: O06594, 12:39:45, BUY, 300"
"Add limit order: O06595, 12:39:47, SELL, 300, $ 38.31"
"Add limit order: O06596, 12:39:49, BUY, 500, $ 30.97"
"Add limit order: O06597, 12:39:51, BUY, 100, $ 27.39"
"Add limit order: O06598, 12:39:52, SELL, 600, $ 40.71"
"Market order: O06599, 12:39:54, SELL, 600"
"Market order: O06600, 12:39:57, SELL, 200"
"Add limit order: O06601, 12:39:58, SELL, 700, $ 39.97"
"Cancel: O04753, 11:46:43, SELL, 100, $ 43.29"
"Market order: O06602, 12:40:01, SELL, 200"
"Add limit order: O06603, 12:40:02, BUY, 300, $ 26.75"
"Add limit order: O06604, 12:40:03, BUY, 200, $ 31.39"
"Add limit order: O06605, 12:40:05, SELL, 100, $ 41.73"
"Add limit order: O06606, 12:40:06, SELL, 200, $ 41.66"
"Market order: O06607, 12:40:07, BUY, 500"
"Market order: O06608, 12:40:08, SELL, 700"
"Cancel: O01177, 10:04:18, SELL, 500, $ 44.84"
"Add limit order: O06609, 12:40:10, BUY, 500, $ 30.89"
"Market order: O06610, 12:40:12, BUY, 500"
"Add limit order: O06611, 12:40:14, BUY, 400, $ 26.11"
"Add limit order: O06612, 12:40:15, SELL, 400, $ 41.84"
"Add limit order: O06613, 12:40:20, BUY, 700, $ 31.54"
"Market order: O06614, 12:40:22, SELL, 900"
"Market order: O06615, 12:40:23, BUY, 300"
"Market order: O06616, 12:40:24, BUY, 200"
"Add limit order: O06617, 12:40:25, BUY, 400, $ 33.29"
"Add limit order: O06618, 12:40:27, SELL, 200, $ 41.23"
"Market order: O06619, 12:40:28, SELL, 800"
"Market order: O06620, 12:40:30, SELL, 600"
"Add limit order: O06621, 12:40:31, BUY, 900, $ 33.57"
"Cancel: O04454, 11:38:35, SELL, 800, $ 43.74"
"Market order: O06622, 12:40:35, BUY, 600"
"Add limit order: O06623, 12:40:39, SELL, 100, $ 44.85"
"Add limit order: O06624, 12:40:40, BUY, 500, $ 31.65"
"Add limit order: O06625, 12:40:41, BUY, 300, $ 32.86"
"Add limit order: O06626, 12:40:45, SELL, 100, $ 41.65"
"Market order: O06627, 12:40:46, SELL, 400"
"Add limit order: O06628, 12:40:47, SELL, 200, $ 43.41"
"Market order: O06629, 12:40:49, BUY, 600"
"Add limit order: O06630, 12:40:50, SELL, 100, $ 38.49"
"Market order: O06631, 12:40:52, BUY, 600"
"Add limit order: O06632, 12:40:55, SELL, 300, $ 42.52"
"Cancel: O05185, 11:59:12, SELL, 800, $ 44.26"
"Add limit order: O06633, 12:41:01, BUY, 600, $ 31.64"
"Add limit order: O06634, 12:41:02, SELL, 300, $ 39.48"
"Add limit order: O06635, 12:41:04, BUY, 300, $ 29.01"
"Add limit order: O06636, 12:41:08, SELL, 400, $ 36.95"
"Market order: O06637, 12:41:10, BUY, 300"
"Market order: O06638, 12:41:12, SELL, 500"
"Market order: O06639, 12:41:13, SELL, 300"
"Add limit order: O06640, 12:41:15, SELL, 200, $ 38.74"
"Market order: O06641, 12:41:16, SELL, 700"
"Market order: O06642, 12:41:17, BUY, 800"
"Add limit order: O06643, 12:41:19, SELL, 400, $ 44.95"
"Add limit order: O06644, 12:41:21, BUY, 300, $ 33.44"
"Market order: O06645, 12:41:22, SELL, 600"
"Market order: O06646, 12:41:23, BUY, 500"
"Market order: O06647, 12:41:24, SELL, 600"
"Add limit order: O06648, 12:41:25, BUY, 600, $ 25.66"
"Add limit order: O06649, 12:41:26, BUY, 300, $ 29.57"
"Market order: O06650, 12:41:27, BUY, 300"
"Add limit order: O06651, 12:41:28, SELL, 100, $ 39.09"
"Market order: O06652, 12:41:29, SELL, 300"
"Market order: O06653, 12:41:30, SELL, 200"
"Market order: O06654, 12:41:32, BUY, 800"
"Market order: O06655, 12:41:33, BUY, 300"
"Market order: O06656, 12:41:34, BUY, 900"
"Market order: O06657, 12:41:35, BUY, 200"
"Add limit order: O06658, 12:41:36, BUY, 400, $ 25.03"
"Market order: O06659, 12:41:37, BUY, 200"
"Cancel: O03812, 11:19:20, BUY, 200, $ 26.01"
"Add limit order: O06660, 12:41:42, SELL, 300, $ 41.93"
"Add limit order: O06661, 12:41:43, SELL, 200, $ 44.81"
"Market order: O06662, 12:41:44, BUY, 200"
"Market order: O06663, 12:41:50, BUY, 200"
"Add limit order: O06664, 12:41:52, SELL, 500, $ 35.59"
"Add limit order: O06665, 12:41:54, BUY, 300, $ 31.31"
"Add limit order: O06666, 12:41:59, SELL, 300, $ 38.38"
"Market order: O06667, 12:42:00, SELL, 300"
"Add limit order: O06668, 12:42:01, SELL, 300, $ 44.96"
"Market order: O06669, 12:42:02, SELL, 600"
"Market order: O06670, 12:42:03, BUY, 100"
"Add limit order: O06671, 12:42:06, SELL, 300, $ 42.82"
"Add limit order: O06672, 12:42:07, SELL, 200, $ 43.28"
"Market order: O06673, 12:42:08, SELL, 500"
"Add limit order: O06674, 12:42:09, BUY, 700, $ 34.66"
"Market order: O06675, 12:42:12, BUY, 700"
"Add limit order: O06676, 12:42:13, SELL, 400, $ 39.71"
"Market order: O06677, 12:42:14, SELL, 800"
"Market order: O06678, 12:42:15, SELL, 900"
"Add limit order: O06679, 12:42:20, SELL, 300, $ 36.95"
"Add limit order: O06680, 12:42:21, SELL, 400, $ 38.01"
"Market order: O06681, 12:42:23, SELL, 400"
"Add limit order: O06682, 12:42:24, BUY, 300, $ 34.17"
"Cancel: O00264, 09:37:41, SELL, 500, $ 44.42"
"Market order: O06683, 12:42:26, SELL, 800"
"Cancel: O03758, 11:17:50, BUY, 400, $ 26.05"
"Add limit order: O06684, 12:42:29, BUY, 600, $ 29.35"
"Market order: O06685, 12:42:31, BUY, 400"
"Add limit order: O06686, 12:42:32, BUY, 100, $ 31.28"
"Add limit order: O06687, 12:42:33, BUY, 100, $ 34.46"
"Add limit order: O06688, 12:42:35, SELL, 500, $ 35.76"
"Market order: O06689, 12:42:36, BUY, 900"
"Market order: O06690, 12:42:37, SELL, 400"
"Cancel: O03125, 10:59:46, BUY, 500, $ 26.18"
"Add limit order: O06691, 12:42:45, SELL, 400, $ 39.28"
"Add limit order: O06692, 12:42:46, BUY, 300, $ 25.56"
"Market order: O06693, 12:42:50, BUY, 200"
"Market order: O06694, 12:42:51, BUY, 100"
"Add limit order: O06695, 12:42:52, SELL, 200, $ 42.22"
"Add limit order: O06696, 12:42:53, BUY, 400, $ 27.87"
"Cancel: O01019, 09:59:31, BUY, 100, $ 26.29"
"Cancel: O01884, 10:24:27, BUY, 800, $ 26.05"
"Add limit order: O06697, 12:42:58, SELL, 600, $ 39.81"
"Add limit order: O06698, 12:43:00, BUY, 500, $ 32.53"
"Add limit order: O06699, 12:43:02, BUY, 200, $ 33.13"
"Market order: O06700, 12:43:03, BUY, 300"
"Market order: O06701, 12:43:06, BUY, 300"
"Add limit order: O06702, 12:43:07, BUY, 900, $ 29.49"
"Market order: O06703, 12:43:08, BUY, 500"
"Add limit order: O06704, 12:43:12, BUY, 800, $ 27.85"
"Add limit order: O06705, 12:43:13, BUY, 200, $ 25.16"
"Add limit order: O06706, 12:43:15, SELL, 400, $ 41.14"
"Add limit order: O06707, 12:43:16, BUY, 300, $ 25.4"
"Add limit order: O06708, 12:43:21, BUY, 900, $ 28.15"
"Add limit order: O06709, 12:43:22, SELL, 100, $ 35.89"
"Add limit order: O06710, 12:43:24, BUY, 200, $ 25.34"
"Add limit order: O06711, 12:43:26, BUY, 300, $ 29.9"
"Add limit order: O06712, 12:43:28, BUY, 300, $ 29.52"
"Add limit order: O06713, 12:43:30, SELL, 300, $ 44.92"
"Market order: O06714, 12:43:31, BUY, 500"
"Add limit order: O06715, 12:43:32, BUY, 200, $ 31.52"
"Add limit order: O06716, 12:43:33, SELL, 300, $ 38.73"
"Market order: O06717, 12:43:34, BUY, 200"
"Add limit order: O06718, 12:43:35, SELL, 400, $ 35.87"
"Market order: O06719, 12:43:38, BUY, 300"
"Add limit order: O06720, 12:43:39, SELL, 200, $ 39.97"
"Market order: O06721, 12:43:41, SELL, 200"
"Add limit order: O06722, 12:43:42, SELL, 400, $ 36.24"
"Market order: O06723, 12:43:44, SELL, 100"
"Market order: O06724, 12:43:45, BUY, 200"
"Market order: O06725, 12:43:47, SELL, 200"
"Add limit order: O06726, 12:43:48, SELL, 400, $ 40.3"
"Add limit order: O06727, 12:43:49, BUY, 700, $ 25.66"
"Add limit order: O06728, 12:43:50, BUY, 200, $ 25.12"
"Add limit order: O06729, 12:43:51, SELL, 500, $ 41.26"
"Market order: O06730, 12:43:52, SELL, 100"
"Market order: O06731, 12:43:53, BUY, 300"
"Add limit order: O06732, 12:43:55, BUY, 200, $ 29.43"
"Add limit order: O06733, 12:43:57, BUY, 500, $ 30.33"
"Add limit order: O06734, 12:43:58, SELL, 500, $ 39.62"
"Add limit order: O06735, 12:43:59, SELL, 600, $ 41.75"
"Market order: O06736, 12:44:00, SELL, 200"
"Market order: O06737, 12:44:01, BUY, 700"
"Market order: O06738, 12:44:03, SELL, 400"
"Market order: O06739, 12:44:04, BUY, 900"
"Add limit order: O06740, 12:44:07, SELL, 100, $ 42.04"
"Market order: O06741, 12:44:08, BUY, 400"
"Market order: O06742, 12:44:09, SELL, 500"
"Add limit order: O06743, 12:44:11, SELL, 500, $ 40.81"
"Market order: O06744, 12:44:12, BUY, 300"
"Market order: O06745, 12:44:14, BUY, 300"
"Add limit order: O06746, 12:44:17, SELL, 400, $ 39.4"
"Market order: O06747, 12:44:19, SELL, 400"
"Add limit order: O06748, 12:44:20, BUY, 900, $ 27.8"
"Add limit order: O06749, 12:44:21, SELL, 500, $ 43.62"
"Add limit order: O06750, 12:44:23, SELL, 600, $ 40.66"
"Add limit order: O06751, 12:44:24, SELL, 100, $ 39.43"
"Add limit order: O06752, 12:44:25, SELL, 600, $ 39.61"
"Market order: O06753, 12:44:26, SELL, 100"
"Market order: O06754, 12:44:29, SELL, 700"
"Market order: O06755, 12:44:30, SELL, 200"
"Market order: O06756, 12:44:31, BUY, 100"
"Add limit order: O06757, 12:44:33, SELL, 100, $ 36.19"
"Add limit order: O06758, 12:44:34, SELL, 400, $ 44.27"
"Cancel: O02749, 10:49:04, BUY, 600, $ 27.09"
"Add limit order: O06759, 12:44:38, BUY, 100, $ 33.74"
"Add limit order: O06760, 12:44:39, SELL, 300, $ 42.29"
"Market order: O06761, 12:44:40, SELL, 500"
"Add limit order: O06762, 12:44:41, BUY, 800, $ 33.33"
"Cancel: O03013, 10:56:43, BUY, 300, $ 25.63"
"Market order: O06763, 12:44:43, SELL, 100"
"Add limit order: O06764, 12:44:44, BUY, 400, $ 31.08"
"Market order: O06765, 12:44:46, BUY, 500"
"Add limit order: O06766, 12:44:47, SELL, 500, $ 43.32"
"Market order: O06767, 12:44:48, SELL, 400"
"Add limit order: O06768, 12:44:49, BUY, 900, $ 28.15"
"Market order: O06769, 12:44:50, SELL, 200"
"Add limit order: O06770, 12:44:51, BUY, 100, $ 30.99"
"Market order: O06771, 12:44:53, BUY, 300"
"Market order: O06772, 12:44:55, SELL, 500"
"Market order: O06773, 12:44:57, BUY, 400"
"Market order: O06774, 12:44:58, BUY, 100"
"Add limit order: O06775, 12:44:59, SELL, 200, $ 39.61"
"Market order: O06776, 12:45:01, SELL, 300"
"Add limit order: O06777, 12:45:02, SELL, 200, $ 37.36"
"Add limit order: O06778, 12:45:04, SELL, 300, $ 36.84"
"Market order: O06779, 12:45:07, SELL, 400"
"Market order: O06780, 12:45:08, BUY, 600"
"Market order: O06781, 12:45:12, BUY, 300"
"Add limit order: O06782, 12:45:14, BUY, 500, $ 25.1"
"Market order: O06783, 12:45:15, BUY, 200"
"Add limit order: O06784, 12:45:17, BUY, 500, $ 25.83"
"Add limit order: O06785, 12:45:22, BUY, 500, $ 28.64"
"Market order: O06786, 12:45:23, SELL, 900"
"Market order: O06787, 12:45:25, SELL, 600"
"Market order: O06788, 12:45:27, BUY, 200"
"Add limit order: O06789, 12:45:31, SELL, 300, $ 44.67"
"Add limit order: O06790, 12:45:32, BUY, 200, $ 29.1"
"Add limit order: O06791, 12:45:33, SELL, 400, $ 38.51"
"Add limit order: O06792, 12:45:36, BUY, 100, $ 29.61"
"Market order: O06793, 12:45:37, BUY, 200"
"Market order: O06794, 12:45:38, BUY, 400"
"Add limit order: O06795, 12:45:39, SELL, 300, $ 38.39"
"Market order: O06796, 12:45:40, SELL, 400"
"Market order: O06797, 12:45:41, BUY, 600"
"Market order: O06798, 12:45:42, BUY, 500"
"Market order: O06799, 12:45:43, BUY, 300"
"Market order: O06800, 12:45:44, BUY, 300"
"Market order: O06801, 12:45:45, BUY, 200"
"Market order: O06802, 12:45:48, SELL, 400"
"Market order: O06803, 12:45:49, SELL, 300"
"Add limit order: O06804, 12:45:50, SELL, 200, $ 42.94"
"Add limit order: O06805, 12:45:51, SELL, 300, $ 39.99"
"Add limit order: O06806, 12:45:55, BUY, 200, $ 33.48"
"Add limit order: O06807, 12:45:56, SELL, 100, $ 44.61"
"Add limit order: O06808, 12:45:59, BUY, 800, $ 27.96"
"Market order: O06809, 12:46:01, BUY, 700"
"Market order: O06810, 12:46:02, BUY, 400"
"Market order: O06811, 12:46:03, BUY, 400"
"Market order: O06812, 12:46:04, BUY, 300"
"Add limit order: O06813, 12:46:05, BUY, 600, $ 27.63"
"Add limit order: O06814, 12:46:06, BUY, 600, $ 31.84"
"Market order: O06815, 12:46:07, BUY, 700"
"Add limit order: O06816, 12:46:08, SELL, 200, $ 35.58"
"Add limit order: O06817, 12:46:10, BUY, 100, $ 32.28"
"Add limit order: O06818, 12:46:11, SELL, 600, $ 39.73"
"Market order: O06819, 12:46:16, BUY, 400"
"Add limit order: O06820, 12:46:17, SELL, 300, $ 38.4"
"Add limit order: O06821, 12:46:18, SELL, 100, $ 39.29"
"Add limit order: O06822, 12:46:20, SELL, 100, $ 43.45"
"Add limit order: O06823, 12:46:21, BUY, 900, $ 30.88"
"Market order: O06824, 12:46:22, SELL, 500"
"Add limit order: O06825, 12:46:24, BUY, 300, $ 28.56"
"Add limit order: O06826, 12:46:25, BUY, 300, $ 31.71"
"Market order: O06827, 12:46:28, BUY, 200"
"Add limit order: O06828, 12:46:29, BUY, 100, $ 34.07"
"Market order: O06829, 12:46:30, SELL, 600"
"Market order: O06830, 12:46:31, SELL, 100"
"Market order: O06831, 12:46:34, BUY, 500"
"Market order: O06832, 12:46:35, BUY, 400"
"Cancel: O06431, 12:35:24, SELL, 200, $ 44.02"
"Add limit order: O06833, 12:46:37, BUY, 100, $ 31.82"
"Add limit order: O06834, 12:46:39, BUY, 700, $ 33.09"
"Add limit order: O06835, 12:46:41, BUY, 500, $ 31.66"
"Add limit order: O06836, 12:46:42, BUY, 400, $ 33.89"
"Market order: O06837, 12:46:43, SELL, 500"
"Market order: O06838, 12:46:45, SELL, 700"
"Add limit order: O06839, 12:46:47, SELL, 800, $ 39.36"
"Add limit order: O06840, 12:46:48, SELL, 100, $ 37.65"
"Market order: O06841, 12:46:50, BUY, 200"
"Add limit order: O06842, 12:46:51, SELL, 300, $ 40.75"
"Market order: O06843, 12:46:52, BUY, 400"
"Market order: O06844, 12:46:54, SELL, 100"
"Add limit order: O06845, 12:46:55, SELL, 900, $ 42.43"
"Add limit order: O06846, 12:47:00, SELL, 500, $ 35.35"
"Market order: O06847, 12:47:01, SELL, 200"
"Add limit order: O06848, 12:47:03, BUY, 500, $ 25.59"
"Add limit order: O06849, 12:47:04, BUY, 700, $ 31.01"
"Add limit order: O06850, 12:47:06, SELL, 600, $ 41.36"
"Add limit order: O06851, 12:47:08, BUY, 700, $ 28.67"
"Market order: O06852, 12:47:09, SELL, 400"
"Market order: O06853, 12:47:11, SELL, 100"
"Add limit order: O06854, 12:47:16, SELL, 700, $ 37.17"
"Add limit order: O06855, 12:47:18, BUY, 500, $ 30.9"
"Add limit order: O06856, 12:47:21, BUY, 200, $ 30.72"
"Add limit order: O06857, 12:47:22, SELL, 400, $ 38.62"
"Market order: O06858, 12:47:23, SELL, 700"
"Add limit order: O06859, 12:47:24, SELL, 600, $ 40.58"
"Add limit order: O06860, 12:47:26, SELL, 500, $ 38.95"
"Cancel: O04790, 11:47:51, SELL, 100, $ 43.78"
"Market order: O06861, 12:47:30, BUY, 400"
"Market order: O06862, 12:47:31, SELL, 500"
"Market order: O06863, 12:47:34, SELL, 500"
"Cancel: O00098, 09:32:59, BUY, 700, $ 27.95"
"Add limit order: O06864, 12:47:37, BUY, 300, $ 28.88"
"Add limit order: O06865, 12:47:38, SELL, 100, $ 35.18"
"Add limit order: O06866, 12:47:40, SELL, 500, $ 43.38"
"Market order: O06867, 12:47:42, SELL, 700"
"Market order: O06868, 12:47:43, BUY, 300"
"Add limit order: O06869, 12:47:44, SELL, 200, $ 39.08"
"Add limit order: O06870, 12:47:48, BUY, 400, $ 32.61"
"Market order: O06871, 12:47:49, BUY, 600"
"Market order: O06872, 12:47:51, SELL, 300"
"Add limit order: O06873, 12:47:53, BUY, 800, $ 26.21"
"Add limit order: O06874, 12:47:54, SELL, 800, $ 41.19"
"Add limit order: O06875, 12:47:55, BUY, 600, $ 31.95"
"Add limit order: O06876, 12:47:56, SELL, 700, $ 44.14"
"Add limit order: O06877, 12:47:58, SELL, 600, $ 42.21"
"Market order: O06878, 12:48:01, SELL, 800"
"Market order: O06879, 12:48:04, SELL, 900"
"Market order: O06880, 12:48:05, SELL, 200"
"Add limit order: O06881, 12:48:10, BUY, 100, $ 31.97"
"Add limit order: O06882, 12:48:14, SELL, 400, $ 36.04"
"Market order: O06883, 12:48:15, SELL, 100"
"Add limit order: O06884, 12:48:17, BUY, 400, $ 32.52"
"Add limit order: O06885, 12:48:18, SELL, 400, $ 44.94"
"Add limit order: O06886, 12:48:22, SELL, 400, $ 36.16"
"Cancel: O00646, 09:49:07, BUY, 300, $ 26.12"
"Add limit order: O06887, 12:48:24, SELL, 800, $ 36.88"
"Add limit order: O06888, 12:48:28, BUY, 300, $ 32.56"
"Add limit order: O06889, 12:48:29, BUY, 200, $ 26.23"
"Add limit order: O06890, 12:48:31, BUY, 300, $ 32.86"
"Add limit order: O06891, 12:48:34, BUY, 300, $ 29.32"
"Market order: O06892, 12:48:35, SELL, 500"
"Add limit order: O06893, 12:48:36, BUY, 400, $ 28.42"
"Add limit order: O06894, 12:48:38, SELL, 500, $ 39.27"
"Add limit order: O06895, 12:48:40, BUY, 300, $ 29.32"
"Cancel: O00018, 09:30:36, BUY, 600, $ 25.82"
"Add limit order: O06896, 12:48:44, BUY, 600, $ 34.83"
"Add limit order: O06897, 12:48:46, SELL, 900, $ 44.61"
"Market order: O06898, 12:48:47, BUY, 400"
"Market order: O06899, 12:48:48, BUY, 200"
"Add limit order: O06900, 12:48:49, SELL, 200, $ 44.44"
"Market order: O06901, 12:48:51, BUY, 200"
"Market order: O06902, 12:48:52, SELL, 800"
"Market order: O06903, 12:48:53, BUY, 600"
"Add limit order: O06904, 12:48:54, BUY, 200, $ 30.36"
"Market order: O06905, 12:48:55, SELL, 700"
"Add limit order: O06906, 12:48:58, BUY, 400, $ 32.21"
"Market order: O06907, 12:49:02, SELL, 400"
"Add limit order: O06908, 12:49:03, SELL, 500, $ 42.92"
"Add limit order: O06909, 12:49:04, BUY, 100, $ 26.76"
"Add limit order: O06910, 12:49:05, SELL, 200, $ 39.76"
"Market order: O06911, 12:49:06, BUY, 300"
"Add limit order: O06912, 12:49:07, SELL, 400, $ 40.23"
"Add limit order: O06913, 12:49:08, BUY, 400, $ 34.06"
"Market order: O06914, 12:49:09, SELL, 500"
"Market order: O06915, 12:49:10, BUY, 100"
"Market order: O06916, 12:49:11, SELL, 600"
"Market order: O06917, 12:49:12, BUY, 300"
"Market order: O06918, 12:49:16, SELL, 200"
"Market order: O06919, 12:49:17, SELL, 700"
"Market order: O06920, 12:49:18, SELL, 300"
"Add limit order: O06921, 12:49:19, SELL, 200, $ 36.1"
"Add limit order: O06922, 12:49:20, SELL, 600, $ 36.76"
"Add limit order: O06923, 12:49:22, BUY, 200, $ 28.08"
"Market order: O06924, 12:49:24, BUY, 500"
"Add limit order: O06925, 12:49:25, SELL, 200, $ 36.34"
"Add limit order: O06926, 12:49:31, SELL, 100, $ 41.55"
"Market order: O06927, 12:49:32, SELL, 700"
"Add limit order: O06928, 12:49:34, SELL, 300, $ 42.27"
"Add limit order: O06929, 12:49:35, SELL, 200, $ 37.99"
"Market order: O06930, 12:49:36, BUY, 400"
"Cancel: O05481, 12:07:55, BUY, 200, $ 27.27"
"Add limit order: O06931, 12:49:40, SELL, 300, $ 39.56"
"Add limit order: O06932, 12:49:41, BUY, 100, $ 30.95"
